id,question,options,correctAnswer,explanation
434,"一个人如果没有获得执照就去驾驶飞机，应当
①立即停止当日飞行活动；②一段时间内不能申请执照 {{c1::A}}",①②||①||②,1,根据民航法，第二百零五条 违反本法第四十条的规定，未取得航空人员执照、体格检查合格证书而从事相应的民用航空活动的，由国务院民用航空主管部门责令停止民用航空活动，在国务院民用航空主管部门规定的限期内不得申领有关执照和证书，对其所在单位处以二十万元以下的罚款。
435,飞行员是否可以偏离CCAR91部的规定？ {{c1::B}},不可以||紧急情况时可以||可以，但不是全部规定,2,"CCAR-91部第91.5条 民用航空器机长的职责和权限：
(b) 在飞行中遇有紧急情况时：(2) 在飞行中遇到需要立即处置的紧急情况时，机长可以在保证航空器和人员安全所需要的范围内偏离本规则的任何规定。"
436,飞机上出现紧急医疗事故，机长是否需要将情况上报给局方？ {{c1::B}},建议报告||需要||不需要,2,"CCAR-91部第91.5条：民用航空器机长的职责和权限
(e) 机长必须负责以可用的最迅速的方法将导致人员严重受伤或死亡、航空器或财产的重大损坏的任何航空器事故通知最近的有关当局。"
437,根据相关法规对航空公司的运行规范进行修改，（  ）有最终的修改权。 {{c1::A}},局方||合格证持有人||总飞行师,1,"CCAR-91部第91.717条 运行规范的修改：
(a) 在下列任一情况下，局方可以修改按本章颁发的运行规范：
(1) 局方认为为了安全和公众利益需要修改；
(2) 运营人申请修改，局方认为安全和公众利益允许此种修改。"
438,如果飞行机组任何成员因受伤、患病、疲劳、酒精或药物的影响而无法履行其职责时 {{c1::C}},空中交通管制员许可后可以开始飞行||飞行指挥员许可后可以开始飞行||不能开始飞行,3,"CCAR-91部第91. 8条：飞行机组的一般规定
(c) 机长必须负责确保：
(1) 如果飞行机组任何成员因受伤、患病、疲劳、酒精或药物的影响而无法履行其职责时，不得开始飞行；
(2) 当飞行机组成员由于疲劳、患病、缺氧等原因造成的功能性损害导致执行任务的能力显著降低时，不得越过最近的合适机场继续飞行。"
439,（ ）应确保航空器处于适航状态 {{c1::B}},机长||民用航空器的所有人或承租人||航空公司的技术人员,2,《中华人民共和国民用航空法》第三十八条 民用航空器的所有人或者承租人应当按照适航证书规定的使用范围使用民用航空器，做好民用航空器的维修保养工作，保证民用航空器处于适航状态。
440,"关于民用航空器的适航性的说法正确的是
①任何人不得运行未处于适航状态的民用航空器②航空器的维修人员负责确认航空器是否处于可实施安全飞行的状态③当航空器的机械、电子或结构出现不适航状态时，机长应当中断该次飞行。 {{c1::B}}",①||①③||①②③,2,"CCAR-91部第91.9条 民用航空器的适航性：
(a) 任何人不得运行未处于适航状态的民用航空器。
(b) 航空器的机长负责确认航空器是否处于可实施安全飞行的状态。当航空器的机械、电子或结构出现不适航状态时，机长应当中断该次飞行。"
441,局方有权规定公司为每架飞机配备飞行手册，但（  ）有权为不同型号的飞机配备相应的飞行手册。 {{c1::B}},生产厂家||合格证持有人||总飞行师,2,"1. CCAR91R2第91.11条 民用航空器飞行手册、标记和标牌要求 (b) 在中华人民共和国国籍登记的飞机或旋翼机应当具有经局方批准的现行有效的飞机或旋翼机飞行手册，或CCAR-121部121.137(b)款中规定的手册。这些手册应当使用机组能够正确理解的语言文字。 
2. 根据2000年7月18日发布的《中国民用航空总局关于修订〈公共航空运输承运人运行合格审定规则〉（ＣＣＡＲ－121ＦＳ）的决定》
[飞机飞行手册]
合格证持有人对其使用的每一型号飞机，应当保持现行有效的经民航总局批准的飞机飞行手册。
合格证持有人的每架飞机应当携带用机组人员所熟悉的文字写成的经民航总局批准的飞机飞行手册，或者携带本规则第三十一条要求的手册，但该手册中应当包含相应的飞机飞行手册所要求的资料，并且应当清楚地标明这些资料作为飞行手册的内容。
如果该合格证持有人选择携带本规则第三十一条所要求的手册，合格证持有人可根据相应的飞机飞行手册，修订其操作程序部分和修改性能数据的编排形式，但经修订的操作程序和经修改的性能数据编排形式应当符合下列要求：
(一)经局方批准；
(二)清楚地标明作为飞机飞行手册的内容。"
442,某飞行员在22点饮酒，其在次日十点，是否可以执行飞行任务？ {{c1::C}},可以，因为已超过8个小时||不可以||可以，但必须经过测试合格,3,"处于下列身体状况的人员不得担任或试图担任民用航空器的机组成员：
(1) 饮用含酒精饮料之后8小时以内；
(2) 处于酒精作用之下；
(3) 使用了影响人体官能的药品，可能对安全产生危害；
(4) 其血液中酒精含量，以重量为计量单位，达到或超过0.04%。"
443,在（  ）规则条件下飞行时，当符合某些条件，可以不选用备降机场 {{c1::C}},仪表飞行||目视飞行||仪表飞行或目视飞行,3,"根据CCAR91 第 91.153 条 目视飞行规则飞行计划规定：
目视飞行规则：如本场空域符合目视气象条件，可以在本场按目视飞行规则飞行；如当前气象报告或当前气象报告和气象预报的组合表明本场、航路和目的地的天气符合目视气象条件，可以按照目视飞行规则进行航路飞行；说明进行目视飞行时，本场、航路和目的地的天气符合目视气象条件；从目视飞行规则飞行计划的要求条款中知没规定目视飞行必须选择备降机场。
关于仪表飞行，第 91.167 条 规定：对于飞机，在符合下列条件时，可以不选用备降机场：
(1) 预计着陆的目的地机场具有局方公布的标准仪表进近程序；
(2) 天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少 1 小时的时间段内，云高高于机场标高 600 米，能见度至少 5 千米。"
444,按目视飞行规则运行，是否必须要选备降机场？ {{c1::A}},不是||是||没有仪表等级签注的飞行员必须选,1,"根据CCAR91 第 91.153 条 目视飞行规则飞行计划规定：
目视飞行规则：如本场空域符合目视气象条件，可以在本场按目视飞行规则飞行；如当前气象报告或当前气象报告和气象预报的组合表明本场、航路和目的地的天气符合目视气象条件，可以按照目视飞行规则进行航路飞行；说明进行目视飞行时，本场、航路和目的地的天气符合目视气象条件；从目视飞行规则飞行计划的要求条款中知没规定目视飞行必须选择备降机场。"
445,执行IFR飞行标准的飞行员在完成全部准备后，还应该 {{c1::B}},了解着陆机场的全部着陆信息||了解着陆机场的气象条件及备用机场||了解备用机场的跑道长度,2,"第91.103条 飞行前准备
在开始飞行之前，机长应当熟悉本次飞行的所有有关资料。这些资料应当包括：
(a) 对于仪表飞行规则飞行或机场区域以外的飞行，起飞机场和目的地机场天气报告和预报，燃油要求，不能按预订计划完成飞行时的可用备降机场，以及可用的航行通告资料和空中交通管制部门的有关空中交通延误的通知。
(b) 对于所有飞行，所用机场的跑道长度以及下列有关起飞与着陆距离的资料：
(1) 要求携带经批准的飞机或旋翼机飞行手册的航空器，飞行手册中包括的起飞和着陆距离资料；"
446,不具有使用无线电通话设备资格的维修人员可以在机场活动区滑行飞机吗？ {{c1::B}},任意情况下都可以||不可以||只要持有维修执照就可以,2,"CCAR-91部第91.104条 滑行的一般规定：航空器不得在机场的活动区滑行，除非操作人员：
(a) 已由航空器所有人，或者如果航空器是租用的则由承租人或指定机构正式授权；
(b) 对滑行航空器完全胜任；
(c) 如需要无线电通讯时，有资格使用无线电通话设备；
(d) 曾接受过合格人员关于机场布局以及根据适当情况，有关路线、符号、标志、灯光、ATC（空中交通管制）信号与指令、术语及程序等情况的培训，并能够遵守机场航空器安全活动所需的运行标准。"
447,"从起飞至着陆的整个飞行过程中，每个飞行机组成员应当遵守下列要求
①坚守各自飞行岗位②在岗位上时应当系紧安全带③完全遵守管制员指令 {{c1::B}}",①③||①②||①②③,2,"CCAR-91第91.105条：在值勤岗位上的飞行机组成员 
(a)从起飞至着陆的整个飞行过程中，每个飞行机组成员应当遵守下列要求：
(1) 坚守各自飞行岗位，除非为了履行与该航空器运行有关的职责或出于生理需要必须离开岗位；(2)在岗位上时应当系紧安全带。"
448,机组人员发现有乘客没有系好肩带，则飞机 {{c1::B}},可以起飞||不得在地面或水面移动、起飞或着陆||可以滑行,2,"CCAR-91部第91.107条 安全带、肩带和儿童限制装置的使用
(a) 除经局方另有批准外，在飞行过程中应当遵守下列要求：
(2) 在机长确认航空器上的每位乘员已经得到系紧其安全带和肩带（如安装）的通知之前，任何在中华人民共和国国籍登记的民用航空器(带吊篮或吊舱的自由气球除外)不得在地面或水面移动、起飞或着陆。"
449,关于编队飞行，下列说法正确的是 {{c1::B}},任何人不得驾驶航空器进行编队飞行||任何人不得驾驶载客的航空器进行编队飞行||经过批准后，载客民用航空器可以进行编队飞行,2,"CCAR-91部第91.111条 在其他航空器附近的运行：
(a) 任何人不得驾驶航空器靠近另一架航空器达到产生碰撞危险的程度。
(b) 未经批准，任何人不得驾驶航空器进行编队飞行。
(c) 任何人不得驾驶载客的航空器进行编队飞行。"
450,目视飞行时，两机在同一高度上对头相遇，应当各自向右避让，相互间隔应保持在 {{c1::B}},300米以上||500米以上||800米以上,2,《中华人民共和国飞行基本规则》第七十一条　目视飞行时，航空器应当按照下列规定避让：（一）在同一高度上对头相遇，应当各自向右避让，并保持500米以上的间隔。
451,目视飞行时，两机在同一高度上交叉相遇，飞行员从座舱右侧看到另一架飞机时应当 {{c1::B}},下降高度||上升高度||向左转弯,2,《中华人民共和国飞行基本规则》第七十一条　目视飞行时，航空器应当按照下列规定避让：（二）在同一高度上交叉相遇，飞行员从座舱左侧看到另一架航空器时应当下降高度，从座舱右侧看到另一架航空器时应当上升高度。
452,从一架航空器的后方，在与该航空器对称面小于（  ）夹角的航线上向其接近或超越该航空器时，被超越的航空器具有航行优先权。而超越航空器不论是在上升、下降或平飞均应当（  ）改变航向给对方让出航路。 {{c1::B}},30度，向右||70度，向右||70度，向左,2,"CCAR-91部第91.113条 除水面运行外的航行优先权规则：
(f) 从一架航空器的后方，在与该航空器对称面小于70度夹角的航线上向其接近或超越该航空器时，被超越的航空器具有航行优先权。而超越航空器不论是在上升、下降或平飞均应当向右改变航向给对方让出航路。此后二者相对位置的改变并不解除超越航空器的责任，直至完全飞越对方并有足够间隔时为止。"
453,当两架或两架以上航空器为着陆向同一机场进近时，哪架航空器具有优先权？ {{c1::C}},在左侧的航空器||在右侧的航空器||高度较低的航空器具有优先权，但飞行员不应以此而切入或赶超其他飞机,3,依据CCAR91部第91.113条规定，当两架或两架以上航空器为着陆向同一机场进近，高度较高的航空器应当给高度较低的航空器让路，但后者不能利用本规则切入另一正在进入着陆最后阶段的航空器的前方或超越该航空器。已经进入最后进近或正在着陆的航空器优先于飞行中或在地面运行的其他航空器，但是，不得利用本规定强制另一架已经着陆并将脱离跑道的航空器为其让路。
454,当两架或两架以上航空器为着陆向同一机场进近时，哪架航空器具有优先权? {{c1::B}},无动力的航空器||遇险的航空器||着陆最后阶段的航空器,2,遇险的航空器享有优先于所有其他航空器的航行优先权。
455,当航空器与航空器或船舶在交叉的航道上运行时，在对方（  ）的航空器或船舶具有航行优先权。 {{c1::A}},右侧||左侧||服从管制员指挥,1,"CCAR-91部第91.115条 水面航行优先权规则
(b) 当航空器与航空器或船舶在交叉的航道上运行时，在对方右侧的航空器或船舶具有航行优先权。"
456,除经局方批准并得到空中交通管制的同意外，航空器驾驶员不得在修正海平面气压高度3千米（10000英尺）以下以大于（  ）的指示空速运行航空器。 {{c1::B}},370千米/小时（200海里/小时）||460千米/小时（250海里/小时）||556千米/小时（300海里/小时）,2,"CCAR-91部第91.117条 航空器速度：
(a) 除经局方批准并得到空中交通管制的同意外，航空器驾驶员不得在修正海平面气压高度3千米（10000英尺）以下以大于460千米/小时（250海里/小时）的指示空速运行航空器。"
457,如果飞行速度超过CCAR91部要求，应该如何运行？ {{c1::A}},经空中交通管制批准||与代理人签订备忘录||向航空公司报告,1,"CCAR-91部第91.117条 航空器速度：
(a) 除经局方批准并得到空中交通管制的同意外，航空器驾驶员不得在修正海平面气压高度3千米（10000英尺）以下以大于460千米/小时（250海里/小时）的指示空速运行航空器。
(b) 除经空中交通管制批准外，在距机场中心7.5千米（4海里）范围内，离地高度750米（2500英尺）以下不得以大于370千米/小时（200海里/小时）的指示空速运行航空器。
(c) 如果航空器的最小安全空速大于本条规定的最大速度，该航空器可以按最小安全空速运行。"
458,在机场7.5公里范围内，2000英尺以下，所要求的最大飞行速度 {{c1::B}},460公里/小时||370公里/小时||250公里/小时,2,CCAR-91第91.117 条：(b) 除经空中交通管制批准外，在距机场中心7.5千米（4海里）范围内，离地高度750米（2500英尺）以下不得以大于370千米/小时（200海里/小时）的指示空速运行航空器。
459,在3000米以下，涡桨飞机的最大指示空速是 {{c1::B}},530km/h||460km/h||430km/h,2,根据CCAR91部第 91.117 条规定：除经局方批准并得到空中交通管制的同意外，航空器驾驶员不得在修正海平面气压高度 3千米（10000 英尺）以下以大于 460 千米/小时（250 海里/小时）的指示空速运行航空器。
460,在人口稠密区上空，航空器运行的最低安全高度是 {{c1::A}},600米水平半径范围内最高障碍物以上300米||300米水平半径范围内最高障碍物以上150米||300米水平半径范围内最高障碍物以上600米,1,"CCAR-91部第91.119条 最低安全高度：
(b) 在人口稠密区、集镇或居住区的上空或者任何露天公众集会上空，航空器的高度不得低于在其600米（2000英尺）水平半径范围内的最高障碍物以上300米（1000英尺）。"
461,在人口稠密区以外地区的上空，航空器不得低于离地高度（  ） {{c1::A}},150米||300米||600米,1,CCAR-91第91.119条规定在人口稠密区以外地区的上空，航空器不得低于离地高度150米(500英尺)。但是，在开阔水面或人口稀少区的上空不受上述限制，在这些情况下，航空器不得接近任何人员、船舶、车辆或建筑物至150米（500英尺）以内。
462,在人口稠密区以外地区的上空，飞机最低离地高度应该是 {{c1::C}},600米内范围内保持300米以上高度||300米内范围内保持150米以上高度||最低离地高度150米，在开阔水域或人口稀少区的上空可以不受此限制，但在遇到建筑物、车辆、人员时必须保持150米以上高度,3,"除航空器起飞或着陆需要外（农林喷洒作业按照本规则M章的要求），任何人不得在低于以下高度上运行航空器：
(a) 在任何地方应当保持一个合适的高度，在这个高度上，当航空器动力装置失效应急着陆时，不会对地面人员或财产造成危害。
(b) 在人口稠密区、集镇或居住区的上空或者任何露天公众集会上空，航空器的高度不得低于在其600米（2000英尺）水平半径范围内的最高障碍物以上300米（1000英尺）。
(c) 在人口稠密区以外地区的上空，航空器不得低于离地高度150米(500英尺)。但是，在开阔水面或人口稀少区的上空不受上述限制，在这些情况下，航空器不得接近任何人员、船舶、车辆或建筑物至150米(500英尺)以内。"
463,气压高度表的拨正值QFE含义为 {{c1::A}},场面气压||场面气压高度||海平面气压,1,QFE是指场面气压。
464,气压式高度表拨正值QNH，高度表指示 {{c1::B}},海平面气压||修正海平面高度||场压高度,2,QNH是指修正海压。气压式高度表拨正值是QNH，则高度表指示的是修正海平面高度。
465,机场零点高度为3600米，机场上空航空器的标准气压高度是5500米，则该航空器距跑道面高度是（ ）米。 {{c1::A}},1900||5500||缺修正海压值，无法计算,1,高原机场。航空器起飞前，当航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当将气压高度表的气压刻度1013.2百帕对正固定指标，（此时高度表所指的高度为假定零点高度，简称零点高度）。航空器降落前，如果航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当按照着陆机场空中交通管制通知的假定零点高度（航空器接地时高度表所指示的高度）进行着陆。航空器标准气压高度5500米，也是以1013.2百帕为基准，所以航空器距离跑道为5500-3600=1900米。
466,在没有规定过渡高度或过渡高和过渡高度层的机场起飞，航空器上升到500米时，气压高度表上显示的数值为 {{c1::A}},场面气压高度||标准海平面气压高度||修正海平面气压高度,1,在没有规定过渡高度或过渡高和过渡高度层的机场。航空器起飞前，应当将机场场面气压的数值对正航空器上气压高度表的固定指标；航空器起飞后，上升到600米高时，应当将航空器上气压高度表的气压刻度1013.2百帕对正固定指标。航空器降落前，进入机场区域边界或者根据机场空中交通管制员的指示，将机场场面气压的数值对正航空器上气压高度表的固定指标。
467,飞机在高原机场进近下降的过程中，带高度指标的气压高度表指示（  ）高度 {{c1::A}},零点||场面气压||修正海平面气压,1,"CCAR-91部第91.121条 高度表拨正程序 
(d) 高原机场。航空器起飞前，当航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当将气压高度表的气压刻度1013.2百帕对正固定指标（此时高度表所指的高度为假定零点高度）。航空器降落前，如果航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当按照着陆机场空中交通管制通知的假定零点高度（航空器接地时高度表所指示的高度）进行着陆。"
468,航空器在规定过渡高度和过渡高度层的机场起飞前，应当将（  ）的数值对正航空器上气压高度表的固定指标 {{c1::A}},QNH||QFE||QNE,1,第91.121条 高度表拨正程序(a) 规定过渡高度和过渡高度层的机场。航空器起飞前，应当将机场修正海平面气压（QNH）的数值对正航空器上气压高度表的固定指标；航空器起飞后，上升到过渡高度时，应当将航空器上气压高度表的气压刻度1013.2百帕对正固定指标。航空器着陆前，下降到过渡高度层时，应当将机场修正海平面气压（QNH）的数值对正航空器上气压高度表的固定指标。
469,航空器在没有规定过渡高度或过渡高和过渡高度层的机场起飞前，应当将（  ）的数值对正航空器上气压高度表的固定指标。 {{c1::B}},QNH||QFE||QNE,2,"CCAR-91第91.121条规定：高度表拨正程序(c) 在没有规定过渡高度或过渡高和过渡高度层的机场。航空器起飞前，应当将机场场面气压的数值对正航空器上气压高度表的固定指标；航空器起飞后，上升到600米高时，应当将航空器上气压高度表的气压刻度1013.2百帕对正固定指标。航空器降落前，进入机场区域边界或者根据机场空中交通管制员的指示，将机场场面气压的数值对正航空器上气压高度表的固定指标。
CCAR-91第91.121条规定：高度表拨正程序(d) 高原机场。航空器起飞前，当航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当将气压高度表的气压刻度1013.2百帕对正固定指标（此时高度表所指的高度为假定零点高度）。航空器降落前，如果航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当按照着陆机场空中交通管制通知的假定零点高度（航空器接地时高度表所指示的高度）进行着陆。"
470,航空器在高原机场起飞前，应当将（  ）的数值对正航空器上气压高度表的固定指标。 {{c1::C}},QNH||QFE||QNE,3,CCAR-91第91. 121条规定：高度表拨正程序(d) 高原机场。航空器起飞前，当航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当将气压高度表的气压刻度1013. 2百帕对正固定指标（此时高度表所指的高度为假定零点高度）。航空器降落前，如果航空器上气压高度表的气压刻度不能调整到机场场面气压的数值时，应当按照着陆机场空中交通管制通知的假定零点高度（航空器接地时高度表所指示的高度）进行着陆。
471,航空器在规定过渡高和过渡高度层的机场起飞前，应当将QFE的数值对正航空器上气压高度表的固定指标，使气压高度表的指针指到（ ）的位置。 {{c1::C}},600||900||0,3,"在规定过渡高和过渡高度层的机场起飞前，应将场面气压的数值调整到航空器上气压高度表的固定指标，气压高度表的指针会指示零。
若在规定过渡高度和过渡高度层的机场起飞前，应将QNH的数值对正航空器上气压高度表的固定指标，气压高度表的指针会指示机场标高。"
472,被空中交通管制部门给予紧急情况优先权的机长，在局方要求时，必须在（  ）小时内提交一份该次紧急情况运行的详细报告。 {{c1::B}},24||48||72,2,"CCAR-91部第91.123条 空中交通管制许可和指令的遵守：
(d) 被空中交通管制部门给予紧急情况优先权的机长，在局方要求时，必须在48小时内提交一份该次紧急情况运行的详细报告。"
473,如果机长没有明白管制员的指令，应当 {{c1::B}},复述指令||立即询问||按照原飞行状态飞行,2,依据CCAR91部第91.123条规定，当航空器驾驶员已得到空中交通管制许可时，除在紧急情况下或为了对机载防撞系统的警告做出反应外，不得偏离该许可。如果驾驶员没有听清空中交通管制许可，应当立即要求空中交通管制员予以澄清。
474,机场管制塔台发给航空器的一连串绿色闪光，对于地面上航空器的含义是（  ），对于飞行中航空器的含义是（  ）。 {{c1::B}},可以起飞，允许着陆||可以滑行，返航着陆||可以起飞，返航着陆,2,依据CCAR-91部第91.125条 空中交通管制灯光信号规定，一连串绿色闪光，对于地面上航空器的含义是可以滑行；对于飞行中航空器的含义是返航着陆。
475,机场管制塔台发给航空器的一连串红色闪光，对于地面上航空器的含义是（  ），对于飞行中航空器的含义是（  ）。 {{c1::C}},停止，给其他航空器让出航路并继续盘旋飞行||停止，不要着陆||滑离所用着陆区，不要着陆,3,依据CCAR-91部第91.125条 空中交通管制灯光信号规定，一连串红色闪光，对于地面上航空器的含义是滑离所用着陆区，对于飞行中航空器的含义是机场不安全，不要着陆。
476,机场管制塔台发给航空器的一连串白色闪光，对于地面上航空器的含义是（  ），对于飞行中航空器的含义是（  ）。 {{c1::A}},滑回机场的起始点，在此机场着陆并滑到停机坪||滑离所用着陆区，在此机场着陆并滑到停机坪||滑回机场的起始点，允许着陆,1,依据CCAR-91部第91.125条 空中交通管制灯光信号规定，一连串白色闪光，对于地面上航空器的含义是滑回机场的起始点，对于飞行中航空器的含义是在此机场着陆并滑到停机坪。
477,飞机在跑道头等待起飞，地面人员使用绿色灯光指向航空器时，表示 {{c1::B}},飞机停止||飞机可以起飞||飞机可以滑行,2,机场管制塔台发给航空器绿色定光，对于飞行中的航空器的含义是“允许着陆”，对于地面上的航空器的含义是“可以起飞”。
478,飞机五边进近中，地面人员使用绿色灯光指向航空器时，表示 {{c1::A}},可以着陆||返航着陆||在此机场着陆并滑到停机坪,1,机场管制塔台发给航空器绿色定光，对于飞行中的航空器的含义是“允许着陆”，对于地面上的航空器的含义是“可以起飞”。
479,除非机场另有规定或指令，航空器驾驶员应当采取（ ）加入机场起落航线，并避开前方航空器的尾流。 {{c1::A}},左转弯||右转弯||视情况而定,1,CCAR-91第91. 127条 在通用航空机场空域内的运行：(b) 除非机场另有规定或指令，航空器驾驶员应当采取左转弯加入机场起落航线，并避开前方航空器的尾流。
480,"在一般国内运输机场空域内运行的航空器，在目视飞行规则下，航空器的无线电失效，驾驶员操纵航空器着陆，需符合下列哪些条件：
①天气条件符合或高于目视飞行规则的最低天气标准
②能够保持目视塔台的标志指示
③得到空中交通管制的着陆许可 {{c1::C}}",①③||①②||①②③,3,"CCAR-91第91. 129条在一般国内运输机场空域内的运行：
(d)在一般国内运输机场空域内运行的航空器，驾驶员必须与空中交通管制保持不间断的双向无线电通信联系。
(2)在目视飞行规则下，航空器的无线电失效，如符合下列条件，驾驶员可操纵航空器着陆：
(i)天气条件符合或高于目视飞行规则的最低天气标准；
(ii)能够保持目视塔台的标志指示； 
(iii)得到塔台的着陆许可。"
481,未安装应答机的航空器能否在一般国内运输机场空域内运行？ {{c1::B}},能||不能||能，需要经过签派员同意,2,在一般国内运输机场空域中运行的航空器必须按第91.427条规定，安装并正确使用空中交通管制应答机和高度报告设备，且工作正常。
482,航空器进行空域飞行时，应当按照规定的（  ）进入空域或者脱离空域，并且保持在规定的空域和高度范围内飞行。 {{c1::B}},航线（航向）、高度、次序和进出点||航线（航向）、高度、次序||航线（航向）、高度,2,《中华人民共和国飞行基本规则》第五十四条规定：航空器进行空域飞行时，应当按照规定的航线（航向）、高度、次序进入空域或者脱离空域，并且保持在规定的空域和高度范围内飞行。
483,在特别繁忙运输机场起飞、着陆和飞越的航空器机长必须至少持有（ ） {{c1::B}},商用驾驶员执照||私用驾驶员执照||航线运输驾驶员执照,2,CCAR-91第91. 133条规定：在特别繁忙运输机场起飞、着陆和飞越的航空器机长必须至少持有私用驾驶员执照。
484,目视飞行规则条件下，飞机飞到第一个预定着陆点着陆，在夜间，必须保证燃油还有（  ）分钟的飞行时间。 {{c1::B}},30||45||60,2,"CCAR-91部第91.151条 目视飞行规则条件下飞行的燃油要求：
(a) 飞机驾驶员在目视飞行规则条件下开始飞行前，必须考虑风和预报的气象条件，在飞机上装载足够的燃油，这些燃油能够保证飞机飞到第一个预定着陆点着陆，并且此后按正常的巡航速度还能至少飞行30分钟（昼间）或45分钟（夜间）。"
485,飞机在滑行道上等待2个小时，由于燃油的消耗飞机计算机计算到达目的地机场的油量低于最低标准 {{c1::A}},不能起飞||可以起飞||经过申请之后可以起飞,1,根据CCAR91 关于起飞油量的要求，必须满足相应的目视或仪表飞行的要求油量才可以起飞。
486,航空器驾驶员提交的按目视飞行规则飞行计划被批准生效后，拟取消该飞行时，必须 {{c1::B}},向目的地机场报告||向空中交通管制机构报告||向地区管理局报告,2,"CCAR-91部第91.153条 目视飞行规则飞行计划：
(c) 当批准的飞行计划生效后，航空器机长拟取消该飞行时，必须向空中交通管制机构报告。"
487,在空中活动稀少的区域，除运输机场空域外，在离地高度300米以下的云体之外，能目视地面，允许航空器驾驶员在飞行能见度不小于（  ）的条件下按目视飞行规则飞行。 {{c1::C}},3000米||1000米||1600米,3,"CCAR-91部第91.155条 基本目视飞行规则的最低天气标准：(b) 除第91.157条规定外，只有气象条件不低于下列标准时，航空器驾驶员方可按目视飞行规则飞行：(2) 除运输机场空域外，在修正海平面气压高度900米（含）以下或离地高度300米（含）以下（以高者为准），如果在云体之外，能目视地面，允许航空器驾驶员在飞行能见度不小于1600米的条件下按目视飞行规则飞行。但必须符合下列条件之一：
(i) 航空器速度较小，在该能见度条件下，有足够的时间观察和避开其他航空器和障碍物，以避免相撞；
(ii) 在空中活动稀少，发生相撞可能性很小的区域；"
488,航空器驾驶员按照目视飞行规则飞行，要求云底高不得低于 {{c1::A}},300米||500米||800米,1,依据《民用航空机场运行最低标准制定与实施准则》规定，在机场执行目视起飞和进近着陆时， 驾驶员应确保飞机在云外飞行，并保持对地面目视参考的持续可见。 一般情况下， 要求机场云底高不小于300 米； 如果机场标高等于或高于 3000 米(10000 英尺)时， VIS 不小于 8000米， 如果机场标高低于 3000 米(10000 英尺)时， VIS 不小于 5000 米。 经局方特殊批准，可使用云底高不低于 100 米、 VIS 不小于 1600 米的标准。
489,在运输机场空域，修正海平面气压高度（ ）以下，可以按特殊目视飞行规则的最低天气标准飞行。 {{c1::C}},5000米||4000米||3000米,3,CCAR-91部第91.157条 特殊目视飞行规则的最低天气标准：(a) 在运输机场空域修正海平面气压高度3千米以下，允许按本条天气最低标准和条件实施特殊目视飞行规则飞行，无须满足第91.155条的规定。
490,真航线角在180度至359度范围内 {{c1::A}},高度由600米至8400米，每隔600米为一个高度层；高度由9200米至12200米，每隔600米为一个高度层；高度在13100米以上，每隔1200米为一个高度层||高度由600米至8400米，每隔300米为一个高度层；高度由9200米至12200米，每隔600米为一个高度层；高度在13100米以上，每隔1200米为一个高度层||高度由600米至8400米，每隔300米为一个高度层；高度由9200米至12200米，每隔300米为一个高度层；高度在13100米以上，每隔600米为一个高度层,1,"《中华人民共和国飞行基本规则》第八十条　航路、航线飞行或者转场飞行的垂直间隔，按照飞行高度层配备。飞行高度层按照以下标准划分：
（二）真航线角在180度至359度范围内，高度由600米至8400米，每隔600米为一个高度层；高度由9200米至12200米，每隔600米为一个高度层；高度在13100米以上，每隔1200米为一个高度层。"
491,飞行高度层FL190应当根据（  ）计算 {{c1::B}},实际大气压条件下修正海平面||标准大气压条件下假定海平面||实际大气压条件下假定海平面,2,"《中华人民共和国飞行基本规则》第八十条航路、航线飞行或者转场飞行的垂直间隔，按照飞行高度层配备。飞行高度层按照以下标准划分：
（三）飞行高度层应当根据标准大气压条件下假定海平面计算。真航线角应当从航线起点和转弯点量取。"
492,下列说法正确的是 {{c1::B}},磁航线角应当从航线起点和转弯点量取||真航线角应当从航线起点和转弯点量取||大圆航线角应当从航线起点和转弯点量取,2,"《中华人民共和国飞行基本规则》第八十条航路、航线飞行或者转场飞行的垂直间隔，按照飞行高度层配备。飞行高度层按照以下标准划分：
（三）飞行高度层应当根据标准大气压条件下假定海平面计算。真航线角应当从航线起点和转弯点量取。"
493,从北京飞往成都，以下哪个高度可以申请？ {{c1::A}},7200米||6900米||6300米,1,根据《中华人民共和国飞行基本规则》，高度层的配备符合东单西双的规律，北京飞往成都是从东往西飞，应申请偶数高度，即7200米。
494,除经空中交通管制批准外，驾驶航空器按目视飞行规则在离地（  ）米以上做水平巡航飞行时，应当按照仪表飞行规则规定的飞行高度层飞行 {{c1::C}},300||600||900,3,CCAR-91第91.159条 目视飞行规则的巡航高度和飞行高度层：除经空中交通管制批准外，驾驶航空器按目视飞行规则在离地900米以上做水平巡航飞行时，应当按照第91.179条规定的飞行高度层飞行。
